ia,Field1,id,country,ccode,year,region,protest,protestnum,startday,startmonth,startyear,endday,endmonth,endyear,protesterv,location,participan,protesteri,protesterd,proteste_1,proteste_2,proteste_3,staterespo,stateres_1,stateres_2,stateres_3,stateres_4,stateres_5,stateres_6,sources,notes,particip_1,FID_,FID_1,AD,LOCATION_1,FREQ,COUNTRY_1,MULT,LAT,LON,TYPE,GridIDs
323,396,4382013001,Guinea,438,2013,7,1,1,18,2,2013,18,2,2013,0,"Conakry, Conakry Region",50+,"opposition parties: the Alliance for Democracy and Progress(ADP), Association of Parties for Finalization of the Transition and the Club of Republicans (CDR).",4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
324,397,4382013002,Guinea,438,2013,7,1,2,19,2,2013,19,2,2013,1,"Conakry, Conakry Region",50+,youths,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
325,398,4382013003,Guinea,438,2013,7,1,3,27,2,2013,2,4,2013,1,"Conakry, Conakry Region",1000s,opposition demonstrators,4,NA,NA,8,2,1,4,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
326,399,4382013004,Guinea,438,2013,7,1,4,27,2,2013,27,2,2013,0,"Conakry, Conakry Region",50+,demonstrators,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
327,400,4382013005,Guinea,438,2013,7,1,5,4,3,2013,4,3,2013,0,"Labe, Labe Region",50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,238,231,234,"Labe, Labe Region",3,Guinea,NA,11.31823,-12.28332,City,708
328,401,4382013006,Guinea,438,2013,7,1,6,4,3,2013,4,3,2013,1,"Mamou, Mamou Region",50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,240,259,262,"Mamou, Mamou Region",2,Guinea,NA,10.69444,-12.29444,Admin,708
329,402,4382013007,Guinea,438,2013,7,1,7,18,4,2013,18,4,2013,1,"Conakry, Conakry Region",100+,opposition leaders,4,NA,NA,8,2,3,4,NA,NA,NA,NA,2.9E+11,3E+11,100-999,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
330,403,4382013008,Guinea,438,2013,7,1,8,25,4,2013,25,4,2013,1,"Conakry, Conakry Region",10000+,opposition demonstrators,4,NA,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
331,404,4382013009,Guinea,438,2013,7,1,9,2,5,2013,3,5,2013,1,"Conakry, Conakry Region",50+,opposition supporters,4,NA,NA,8,7,6,4,NA,NA,NA,NA,2.9E+11,3E+11,NA,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
332,405,4382013010,Guinea,438,2013,7,1,10,23,5,2013,25,5,2013,1,"Conakry, Conakry Region",50+,opposition demonstrators,4,NA,NA,8,7,6,3,4,NA,NA,NA,2.9E+11,3E+11,50-99,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
333,406,4382013011,Guinea,438,2013,7,1,11,23,9,2013,25,9,2013,1,"Conakry, Conakry Region",100+,opposition demonstrators,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
334,407,4382013012,Guinea,438,2013,7,1,12,8,10,2013,8,10,2013,1,"Conakry, Conakry Region",50+,young opposition supporters,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
335,408,4382013013,Guinea,438,2013,7,1,13,16,11,2013,16,11,2013,1,"Conakry, Conakry Region",50+,opposition activists,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
336,409,4382013014,Guinea,438,2013,7,1,14,25,11,2013,25,11,2013,0,"Conakry, Conakry Region",100+,demonstrators,4,NA,NA,8,7,6,3,NA,NA,NA,NA,2.9E+11,3E+11,100-999,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
337,410,4382013015,Guinea,438,2013,7,1,15,16,12,2013,16,12,2013,1,"Conakry, Conakry Region",1000s,demonstrators,3,NA,NA,8,7,6,4,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,220,95,98,"Conakry, Conakry Region",35,Guinea,NA,9.53795,-13.67729,City,672
338,411,4391999001,Burkina Faso,439,1999,7,1,1,3,1,1999,3,12,1999,0,"Ouagadougou, Kadiogo Province",500,demonstrators,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
339,412,4391999002,Burkina Faso,439,1999,7,1,2,24,4,1999,24,4,1999,0,"Ouagadougou, Kadiogo Province",3000+,demonstrators,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
340,413,4391999003,Burkina Faso,439,1999,7,1,3,10,5,1999,10,5,1999,1,"Ouagadougou, Kadiogo Province",50+,students,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
341,414,4391999004,Burkina Faso,439,1999,7,1,4,23,11,1999,23,11,1999,1,"Ouagadougou, Kadiogo Province",100+,students,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
342,415,4391999005,Burkina Faso,439,1999,7,1,5,29,11,1999,30,11,1999,1,"Ouagadougou, Kadiogo Province",50+,students,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
343,416,4392000001,Burkina Faso,439,2000,7,1,1,21,11,2000,21,11,2000,0,"Ouagadougou, Kadiogo Province",5000,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
344,417,4392000002,Burkina Faso,439,2000,7,1,2,27,11,2000,29,11,2000,0,"Ouagadougou, Kadiogo Province",50+,high school pupils,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
345,418,4392000003,Burkina Faso,439,2000,7,1,3,6,12,2000,6,12,2000,0,"Bousse, Kourwí©ogo Province",50+,teachers and students,4,NA,NA,8,2,7,6,4,NA,NA,NA,2.9E+11,3E+11,50-99,0,0,0,NA,0,NA,NA,0,0,NA,747
346,420,4392002001,Burkina Faso,439,2002,7,1,1,23,4,2002,24,4,2002,0,"Ouagadougou, Kadiogo Province",2000,union workers,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
347,421,4392002002,Burkina Faso,439,2002,7,1,2,1,5,2002,1,5,2002,0,"Ouagadougou, Kadiogo Province",2000,union workers,5,1,4,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
348,422,4392002003,Burkina Faso,439,2002,7,1,3,18,7,2002,18,7,2002,0,"Ouagadougou, Kadiogo Province",<2000,striking workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
349,423,4392002004,Burkina Faso,439,2002,7,1,4,22,11,2002,22,11,2002,1,"Ouagadougou, Kadiogo Province",50+,students,5,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
350,425,4392004001,Burkina Faso,439,2004,7,1,1,13,2,2004,13,2,2004,1,"Ouagadougou, Kadiogo Province",50+,Stallkeepers,4,3,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
351,427,4392006001,Burkina Faso,439,2006,7,1,1,24,5,2006,25,5,2006,0,"Ouagadougou, Kadiogo Province",10000,workers,5,1,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
352,428,4392006002,Burkina Faso,439,2006,7,1,2,13,8,2006,13,8,2006,0,"Ouagadougou, Kadiogo Province",50+,women,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
353,429,4392006003,Burkina Faso,439,2006,7,1,3,20,12,2006,20,12,2006,1,"Ouagadougou, Kadiogo Province",100,soldiers,1,NA,NA,8,1,7,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
354,430,4392007001,Burkina Faso,439,2007,7,1,1,3,2,2007,3,2,2007,0,"Ouagadougou, Kadiogo Province",3000+,demonstrators,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
355,431,4392007002,Burkina Faso,439,2007,7,1,2,7,10,2007,7,10,2007,0,"Ouagadougou, Kadiogo Province",100,soldiers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
356,432,4392008001,Burkina Faso,439,2008,7,1,1,20,2,2008,21,2,2008,1,national,100+,demonstrators,5,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
357,433,4392008002,Burkina Faso,439,2008,7,1,2,27,2,2008,28,2,2008,1,national,100+,demonstrators,5,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
358,434,4392008003,Burkina Faso,439,2008,7,1,3,15,3,2008,15,3,2008,0,national,10000+,protesters,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
359,435,4392008004,Burkina Faso,439,2008,7,1,4,14,5,2008,14,5,2008,0,national,10000+,protesters,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
360,437,4392010001,Burkina Faso,439,2010,7,1,1,31,3,2010,31,3,2010,0,"Ouagadougou, Kadiogo Province",1000s,central trade unions,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
361,438,4392011001,Burkina Faso,439,2011,7,1,1,24,2,2011,24,2,2011,1,"Koudougou, Boulkiemdí© Province",1000s,demonstrators,3,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,389,223,226,"Koudougou, Boulkiemdí© Province",3,Burkina Faso,NA,0,0,NA,712
362,439,4392011002,Burkina Faso,439,2011,7,1,2,7,3,2011,7,3,2011,1,national,50+,students,3,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
363,440,4392011003,Burkina Faso,439,2011,7,1,3,11,3,2011,11,3,2011,1,national,1000s,students,3,6,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
364,441,4392011004,Burkina Faso,439,2011,7,1,4,22,3,2011,22,3,2011,1,"Ouagadougou, Kadiogo Province",50+,soldiers,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
365,442,4392011005,Burkina Faso,439,2011,7,1,5,8,4,2011,8,4,2011,0,national,10000+,National Coalition against the High Cost of Living (CCVC),5,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
366,443,4392011006,Burkina Faso,439,2011,7,1,6,14,4,2011,18,4,2011,1,national,100+,soldiers and police,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
367,444,4392011007,Burkina Faso,439,2011,7,1,7,14,4,2011,15,4,2011,1,"Ouagadougou, Kadiogo Province",50+,presidential guard,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
368,445,4392011008,Burkina Faso,439,2011,7,1,8,14,4,2011,14,4,2011,0,national,10000+,National Coalition against the High Cost of Living (CCVC),4,5,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
369,446,4392011009,Burkina Faso,439,2011,7,1,9,16,4,2011,16,4,2011,1,"Ouagadougou, Kadiogo Province",50+,vendors,6,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
370,447,4392011010,Burkina Faso,439,2011,7,1,10,18,4,2011,18,4,2011,1,"Koudougou, Boulkiemdí© Province",50+,students,4,3,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,389,223,226,"Koudougou, Boulkiemdí© Province",3,Burkina Faso,NA,0,0,NA,712
371,448,4392011011,Burkina Faso,439,2011,7,1,11,18,4,2011,18,4,2011,1,"Ouagadougou, Kadiogo Province",100+,traders,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
372,449,4392011012,Burkina Faso,439,2011,7,1,12,27,4,2011,27,4,2011,1,"Koudougou, Boulkiemdí© Province",100+,students and shopkeepers,4,NA,NA,8,5,1,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,389,223,226,"Koudougou, Boulkiemdí© Province",3,Burkina Faso,NA,0,0,NA,712
373,450,4392011013,Burkina Faso,439,2011,7,1,13,27,4,2011,29,4,2011,1,national,50+,police,4,6,1,8,4,1,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
374,451,4392011014,Burkina Faso,439,2011,7,1,14,27,4,2011,27,4,2011,0,"Bobo-Dioulasso, Houet Province",100+,cotton farmers,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,242,60,63,"Bobo-Dioulasso, Houet Province",3,Burkina Faso,NA,11.17715,-4.2979,City,711
375,452,4392011015,Burkina Faso,439,2011,7,1,15,29,4,2011,29,4,2011,1,"Ouagadougou, Kadiogo Province",50+,students,4,NA,NA,8,7,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
376,453,4392011016,Burkina Faso,439,2011,7,1,16,30,4,2011,30,4,2011,1,"Ouagadougou, Kadiogo Province",1000,opposition parties,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
377,454,4392011017,Burkina Faso,439,2011,7,1,17,5,5,2011,5,5,2011,0,"Ouagadougou, Kadiogo Province",100,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
378,455,4392011018,Burkina Faso,439,2011,7,1,18,14,5,2011,14,5,2011,0,"Ouagadougou, Kadiogo Province",1000,women,5,4,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
379,456,4392011019,Burkina Faso,439,2011,7,1,19,20,5,2011,20,5,2011,0,"Ouagadougou, Kadiogo Province",100+,students,4,1,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,243,379,382,"Ouagadougou, Kadiogo Province",27,Burkina Faso,NA,12.36566,-1.53388,City,712
380,457,4392011020,Burkina Faso,439,2011,7,1,20,23,5,2011,24,5,2011,1,national,1000s,students,4,6,1,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
381,458,4392011021,Burkina Faso,439,2011,7,1,21,30,5,2011,30,5,2011,0,"Bobo-Dioulasso, Houet Province",80-100,soldiers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,242,60,63,"Bobo-Dioulasso, Houet Province",3,Burkina Faso,NA,11.17715,-4.2979,City,711
382,459,4392011022,Burkina Faso,439,2011,7,1,22,2,6,2011,3,6,2011,1,"Bobo-Dioulasso, Houet Province",50+,soldiers,1,NA,NA,8,2,7,6,4,NA,NA,NA,2.9E+11,3E+11,50-99,242,60,63,"Bobo-Dioulasso, Houet Province",3,Burkina Faso,NA,11.17715,-4.2979,City,711
383,460,4392012001,Burkina Faso,439,2012,7,1,1,26,5,2012,26,5,2012,0,national,3000,trade unions,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
384,461,4392013001,Burkina Faso,439,2013,7,1,1,29,6,2013,29,6,2013,0,national,50+,demonstrators,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
385,462,4392013002,Burkina Faso,439,2013,7,1,2,21,7,2013,21,7,2013,0,national,1000s,workers,5,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
386,463,4392013003,Burkina Faso,439,2013,7,1,3,29,7,2013,29,7,2013,0,national,1000s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
387,464,4501999001,Liberia,450,1999,7,1,1,31,8,1999,31,8,1999,1,"Monrovia, Montserrado county",300,former civil war fighters,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
388,465,4501999002,Liberia,450,1999,7,1,2,29,9,1999,29,9,1999,1,"Monrovia, Montserrado county",700+,students,4,NA,NA,8,1,3,4,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
389,467,4502001001,Liberia,450,2001,7,1,1,12,12,2001,12,12,2001,1,"Gbarnga, Bong county",>2000,Students,3,NA,NA,8,1,7,6,4,NA,NA,NA,2.9E+11,3E+11,2000-4999,204,136,139,"Gbarnga, Bong county",1,Liberia,NA,6.99556,-9.47222,City,639
390,468,4502002001,Liberia,450,2002,7,1,1,31,9,2002,31,9,2002,0,"Monrovia, Montserrado county",50+,students,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
391,469,4502002002,Liberia,450,2002,7,1,2,2,10,2002,2,10,2002,0,"Monrovia, Montserrado county",50+,students,4,NA,NA,8,3,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
392,470,4502003001,Liberia,450,2003,7,1,1,3,7,2003,3,7,2003,0,"Monrovia, Montserrado county",50+,protesters,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
393,471,4502003002,Liberia,450,2003,7,1,2,20,7,2003,20,7,2003,0,"Monrovia, Montserrado county",1000s,civilians,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
394,472,4502003003,Liberia,450,2003,7,1,3,20,11,2003,20,11,2003,0,"Monrovia, Montserrado county",800,women,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
395,473,4502004001,Liberia,450,2004,7,1,1,19,3,2004,19,3,2004,0,"Monrovia, Montserrado county",50+,Women in Peace Building Network,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
396,474,4502004002,Liberia,450,2004,7,1,2,24,3,2004,24,3,2004,0,"Monrovia, Montserrado county",50+,students,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
397,475,4502004003,Liberia,450,2004,7,1,3,30,3,2004,30,3,2004,0,"Tubmanburg, Bomi County",50+,LURD,6,NA,NA,8,1,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,203,439,442,"Tubmanburg, Bomi County",1,Liberia,NA,6.87064,-10.8211,City,638
398,476,4502004004,Liberia,450,2004,7,1,4,2,4,2004,2,4,2004,1,"Monrovia, Montserrado county",1000s,students,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
399,477,4502004005,Liberia,450,2004,7,1,5,13,9,2004,13,9,2004,1,"Monrovia, Montserrado county",1000s,market workers and street peddlers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
400,478,4502004006,Liberia,450,2004,7,1,6,15,9,2004,15,9,2004,1,"Monrovia, Montserrado county",1000+,students and teachers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
401,479,4502004007,Liberia,450,2004,7,1,7,7,10,2004,8,10,2004,1,"Monrovia, Montserrado county",50+,former soldiers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
402,480,4502004008,Liberia,450,2004,7,1,8,21,12,2004,21,12,2004,1,"Monrovia, Montserrado county",8000-9000,soldiers,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
403,481,4502005001,Liberia,450,2005,7,1,1,22,1,2005,23,1,2005,1,Maryland County,50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,194,268,271,Maryland County,1,Liberia,NA,4.3782,-7.71081,City,604
404,482,4502005002,Liberia,450,2005,7,1,2,27,1,2005,27,1,2005,0,"Monrovia, Montserrado county",50+,civil servant strikers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
405,483,4502005003,Liberia,450,2005,7,1,3,14,6,2005,14,6,2005,1,"Monrovia, Montserrado county",100+,former soldiers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
406,484,4502005004,Liberia,450,2005,7,1,4,11,11,2005,14,11,2005,1,"Monrovia, Montserrado county",1000s,Weah supporters,4,NA,NA,8,3,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
407,485,4502005005,Liberia,450,2005,7,1,5,12,11,2005,12,11,2005,0,"Monrovia, Montserrado county",500,Weah's supporters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
408,486,4502005006,Liberia,450,2005,7,1,6,5,12,2005,5,12,2005,1,"Monrovia, Montserrado county",300+,widows of soldiers,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
409,487,4502005007,Liberia,450,2005,7,1,7,12,12,2005,12,12,2005,1,"Monrovia, Montserrado county",100+,Weah supporters,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,202,293,296,"Monrovia, Montserrado county",36,Liberia,NA,6.30054,-10.7969,City,638
